post_id,post_text,toxicity_score,final_label,reason
b18f9cd0-4b09-41d9-abb6-120c08ca0ba7,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
eb1075e9-1371-4543-ba6b-1242db06c290,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Violence
6ecdda6f-a5ef-4ffa-8c3b-a15876236cd1,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Violence
e87e7db8-cbc4-4a8f-84df-b1f3424a0540,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
d6080d77-d0d0-4877-bc0d-2190fceeb379,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Adult
72699c24-68b0-47f0-a965-1bc0b8f8ad9e,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Adult
50b15642-e220-4d13-ae4b-72482419624e,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
2fa432d1-a368-440a-a610-ea42b1aa985c,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
07bb545c-c395-4c48-ba97-7ee37c9f4ff5,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Racy
831ece75-23a9-434c-8d35-07ae98efa235,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
d9b6a89f-95bc-4a73-b65e-30e03f20595a,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
c19c7da8-056c-4940-89d7-88c2878d3777,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
0b2998c5-551a-4703-991a-19d12c8d84f8,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
7a5a812a-bbeb-4903-825c-f4fc0988b733,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
26966b2f-abfc-49f3-a8d9-fc0df5bfcb13,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Racy
8b012e07-1de7-4242-ae34-4dc9ca7e4837,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
9002edc6-3463-43ee-b572-edc824baa123,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Violence
bcca702a-dbe1-42ac-9d0e-ef36cf242966,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
9fdc0cc9-7713-41be-b51a-c444287b473a,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
2490aaeb-749f-4b41-b0f3-bca684ea92c6,Check out this new art tutorial.,0.0007006176,Safe,Clean content
d18f0fc5-ade2-4d19-bf74-775e05562bde,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
7aad36df-9147-4a68-b37a-70974b75e0e4,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
e89e0bb7-3f0d-4ebd-aeda-31c9c0144e6a,Check out this new art tutorial.,0.0007006176,Safe,Clean content
cd2959f4-2087-4603-9338-b361be4a5f21,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
e33eaed7-1c16-4360-8833-d27be290c28f,You won't believe what happened next!,0.0048158597,Safe,Clean content
7a801543-191e-4919-8afe-f3ce00136699,Check out this new art tutorial.,0.0007006176,Safe,Clean content
656ff8e6-5ff7-4e3c-b851-158a6ce67825,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
0c829c49-a778-408f-ac7a-38f3eb1650f6,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
96edf903-b2e5-477c-99d8-d36476c2e02a,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
c45d1322-a64f-42e5-bbf6-7d5d8da8b888,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Violence
25843c59-0c21-4e1b-8ad8-b9f4dda30364,Check out this new art tutorial.,0.0007006176,Safe,Clean content
5dbc0dfc-5ef1-4fde-94ce-d650d3e61846,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
43fbd848-6f71-4564-8fd7-551daef46c54,Join us live for the global science fair.,0.0005469048,Safe,Clean content; Image flagged for: Adult
3ac74151-3460-4a13-a584-5a38a2368cb2,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Violence
d95bf671-b9ef-462e-8350-79cc3f727856,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
1307aaf1-fab6-4773-a3e7-b0b26bdd1f6c,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
5f2f50c2-0277-4811-8898-6e5188acf915,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
85e07418-92f4-4a02-990c-c14356834b84,You won't believe what happened next!,0.0048158597,Safe,Clean content
1c0a0df6-bcbb-4cf8-b281-4489da2a2546,You won't believe what happened next!,0.0048158597,Safe,Clean content
d1872f34-0f9c-4f89-9cbd-3d9857570609,You won't believe what happened next!,0.0048158597,Safe,Clean content
b924abfd-03b0-4935-a96b-d6f4d993fd8c,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
16bf7766-5c09-4621-8463-9c6c406767a8,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Adult
a535b138-c6ee-483a-a4e3-ec3a22c2f27b,Check out this new art tutorial.,0.0007006176,Safe,Clean content
d1874174-f451-491f-8322-befc88af8235,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Violence
2d98e608-50dd-4298-9e7e-9913e6110602,Join us live for the global science fair.,0.0005469048,Safe,Clean content
8fc83023-6870-4102-ab2e-c84186d7b628,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
82a473ab-e758-47c1-b8ea-972f78f4a647,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
6bb6cd20-4457-4dc4-8de8-ec65f25569c6,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content; Image flagged for: Violence
4e0c8bf4-68b8-4abe-b31b-1f9b26137a07,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
c0fa3956-34a3-45a2-a146-fe00ef49976b,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content; Image flagged for: Adult
6cda359d-20a2-48e4-b1d9-d54067b75e8a,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
7e04025f-8a8a-4730-9442-64c111de25a2,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Violence
d2038bd7-2181-4468-ad7a-161d16183348,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
e6a73889-3420-4e6f-8100-3b9d3ff0f2c4,Check out this new art tutorial.,0.0007006176,Safe,Clean content
1603971a-abd0-4d30-8b71-7c60b6c3b57d,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
0a763c7c-2974-4b07-97d7-54982476ef10,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
c84c596a-f24c-4252-aed6-4d0984ad5cbc,Join us live for the global science fair.,0.0005469048,Safe,Clean content
303cbe59-a660-4e58-9952-93776c9bdd57,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
ff52d203-4fc1-43a2-90cc-12eab575b435,You won't believe what happened next!,0.0048158597,Safe,Clean content
c33271b9-809c-4684-8389-842c0dfb8b48,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
276f6a4b-3ade-4ee8-a6ee-443e99aea018,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
752887aa-86ab-4c6e-b5cd-b2c923c8f312,Join us live for the global science fair.,0.0005469048,Safe,Clean content
d876fd48-5801-4fde-99f3-214bf1a631b7,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Adult
ebc7581d-4c6f-463d-8b69-144e3ccc3102,You won't believe what happened next!,0.0048158597,Safe,Clean content
d56b4cd9-5f6b-458b-b528-b90604930589,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Violence
5884e21c-e9cd-4a98-97ac-2342e0a20884,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
0a990d45-2a90-417a-bf49-e4f294b2019e,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Adult
98f35249-fe90-4728-bc4a-e59af4b58625,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
73ad657c-471d-4c53-a738-7babba0bff3b,You won't believe what happened next!,0.0048158597,Safe,Clean content
0318a557-45d4-4cfc-94cf-395ffa938307,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Violence
d97bb1da-0a57-48df-8c1b-1c80f54ea4ba,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
3d848738-a829-4173-bfa8-b7c0906420a2,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
219e90e8-1889-4c58-8549-91db75f28e9b,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Violence
d0133e5c-de72-4f3e-9130-568e91550712,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
727b87fa-997f-4008-9744-d65790dab8de,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
2e4a7420-48b5-4dd3-9434-2dd7b5041509,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
832c3258-efe1-4425-95a9-73397e330fe9,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Adult
825a74f9-3e8f-4534-b02e-c271076a356a,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
32d40b81-b617-445e-9d1d-3f9f8be774a5,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
05456fa5-73b6-4cf5-a65c-88216e6c2403,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
cc431249-fd16-4501-b82e-da8db30e3397,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
82ad325f-9790-4ac0-b022-dd4916b5e04d,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
63c762ef-908e-4334-9dd4-4d7057c5c58d,Join us live for the global science fair.,0.0005469048,Safe,Clean content
33a57e90-9144-4737-81ef-41211660a063,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Racy
074e6d62-83cb-45b9-8101-e5d33d8e8043,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Violence
09c5c6e5-8abd-47f3-9e38-10e18b3b12c3,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Adult
09ef4c39-dcff-4f71-9e5d-bcc71c2943c4,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
984eeb2b-1296-4957-b92c-5e2790a41b40,Check out this new art tutorial.,0.0007006176,Safe,Clean content
b9437ad3-8110-49ed-b48b-6149068bce73,You won't believe what happened next!,0.0048158597,Safe,Clean content
df5c7ce8-0bf6-4238-b18a-2b9eb7d73547,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
92f08813-103a-4bb4-aa88-b825d5597fc9,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
46f956e2-f3ae-4065-a492-cbe2b7f406ed,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Violence
92c53f2b-93c7-4aec-ab77-956f2d0b0b61,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
b7b149e7-d9fc-499a-a390-41ea78c26fbd,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Violence
42471b50-7e03-470b-a1ba-c2e7d593d8d2,You won't believe what happened next!,0.0048158597,Safe,Clean content
97324748-213d-43a8-90b8-bc89fc4749e0,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
4562640a-2c38-4f46-bc5b-7dccbf4a8550,You won't believe what happened next!,0.0048158597,Safe,Clean content
2235e7da-7c4e-4398-abcb-25030f950675,You won't believe what happened next!,0.0048158597,Safe,Clean content
4eccac72-13e5-4039-8fb7-3e14acb9c7fd,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
7c96d31b-3d59-419e-b6ff-437b698f62bd,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
009bbe27-0e25-413a-8f9f-041d0eab1b41,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Violence
37f3e4e4-5537-491c-aa63-e914df9e6397,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content; Image flagged for: Violence
a1ad05f4-983c-44d1-b460-38a2e9d71f06,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
1be16b24-81c7-484e-ad1b-7c0dbd69c499,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
0ceccc03-95cc-4b6f-92e7-1ce89a4c5fce,Join us live for the global science fair.,0.0005469048,Safe,Clean content; Image flagged for: Racy
cace89ff-b728-42b0-bdc6-a31be34f1d0e,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
97803143-1d63-42a3-ad8a-e5f73674dfa5,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
dfddacaa-a712-4193-b30f-74015bd1b62f,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Violence
6ef37ac0-5731-48c6-af06-3926f787f3e0,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
6b1a6511-83bb-40c3-996c-4d3403fed5a5,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
8edd5f13-3a33-4045-98dd-770221ae7e0e,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
cc945dc7-1ae7-4f22-8acc-fad25870c011,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
c4de443b-5ec0-497f-b188-d3754065cf2c,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
4b4b51a8-82e9-4c19-b276-f004d32f3cff,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Adult
0affc909-243f-4699-82fc-f3353d051230,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
ff97e386-7e00-4823-9033-a35e9feb5579,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
1c635cfe-87a3-4601-8c5f-c4b6c06f600f,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Racy
6e0f235f-a7d6-4cc6-9c81-3dd681cdd71f,Check out this new art tutorial.,0.0007006176,Safe,Clean content
99418c98-c478-45dc-938b-db1b19eabb73,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
d911d7a1-e74d-4faf-a397-46a4308f7b5b,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
211a9007-c93d-4ae0-8338-b55b7dd2d515,You won't believe what happened next!,0.0048158597,Safe,Clean content
b784097c-663d-4475-8c67-ea16a8ea3e99,Join us live for the global science fair.,0.0005469048,Safe,Clean content
f446f458-15c0-4557-997e-ef2842fe4b73,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
ef8d7163-965f-4b08-bda8-075c672c7c5c,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
4361963b-ac72-4bb3-8baf-3ce3626ffdcf,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
35357059-ff8c-4cb9-a449-fe82bee9b349,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
94d51cef-b0cd-4e1d-b42c-c1370db088d0,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
ed867cde-7993-4b95-9c93-6eb6da1cd5b4,Join us live for the global science fair.,0.0005469048,Safe,Clean content
7913ae0e-3356-4646-88c1-7a07598dfa24,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
5b9f1775-070f-4095-a508-bf467d569b31,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
69df80f2-49fb-44be-8fc2-1f02d74df090,You won't believe what happened next!,0.0048158597,Safe,Clean content
cb98a636-9235-41a4-bedf-d40c376e78f6,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Racy
f29f56ae-657a-40af-99cb-7d279789daa4,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
9e350531-81a6-4580-b291-62bf7fb3416b,Join us live for the global science fair.,0.0005469048,Safe,Clean content
5fc652c2-f83a-4b0a-ae02-32b173f63dc2,Join us live for the global science fair.,0.0005469048,Safe,Clean content; Image flagged for: Racy
052b5719-fef5-452e-a159-3003caa10d7c,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
548ca7c4-ca6b-40cd-b36a-eecf6f4229b8,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
5304efa3-b21a-49f6-8648-27d530ee8d44,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
691ad184-9867-4f91-92ba-64b75c182e6b,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
9bf97173-0171-443f-8264-e19c0d6d1040,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Adult
5d8af54e-9d71-4442-a05a-437c96014a2e,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
98ccc491-5921-442b-a753-ae42bb23e27f,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Racy
bd8533e0-35a0-4605-9eb2-e904ea2e7bcc,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Adult
cfc2ec58-e3e1-443f-a973-d8881496f0ec,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
120886b3-1eb6-414c-9e64-fc8cf47cad15,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
46dc4036-1c18-437a-99b5-03ec2402f3d6,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
152eb0b0-e10b-4555-8841-0808aa396993,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
98a71f77-5a2e-4663-aaf3-b98b37aba377,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Violence
e2055e99-07a4-4443-ad95-5f4c4d27e2b0,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
b1b84698-692d-4b5a-a2f4-56f5f2338fd4,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
f00f3dbf-e5e4-4410-ae58-7f3c3a9f2ec6,You won't believe what happened next!,0.0048158597,Safe,Clean content
3296eccf-b7b9-4f17-8d47-a4469269493c,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
a3712368-98c9-4a94-8769-1c889c1a54a5,Check out this new art tutorial.,0.0007006176,Safe,Clean content
c6150c15-2296-4fa2-ae2c-7912ecda2a35,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Violence
bcc9886a-6e82-422e-9786-fd44a8b59c80,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Racy
11698b28-fab1-40fa-9070-83d1bdfd4866,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
b69c8812-1ab1-45f4-a0c7-4f8eafd1c5a5,Check out this new art tutorial.,0.0007006176,Safe,Clean content
e4c9d02e-6dbf-400d-94e3-a122b9bdac0b,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
bc5a0fef-bb84-4eff-b286-043bd652961e,Check out this new art tutorial.,0.0007006176,Safe,Clean content
cdff14f4-e483-405b-97fa-8b23a7fa07b1,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
1a2f1741-8273-4dd5-9935-273c74e1e3a3,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
cca11637-7a37-4bf1-8946-e965c383a950,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
bf0cd0b8-2ac2-4c1f-b00f-97056d74fa7c,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Racy
31e991b3-7ac2-4f42-833a-a40f052719eb,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Racy
513ea59a-15c0-4de1-8027-d977c8872326,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
54f5edcb-ec4e-4bd8-83cb-aff5eccb0b44,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
a2ae0f7c-bb64-4fd0-93d4-a358a0d21a55,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
bfae78be-caf0-4ce1-8798-d13d02109524,You won't believe what happened next!,0.0048158597,Safe,Clean content
b9439677-c649-437f-b378-1ff56f92feba,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
c82d2470-88cf-4cc9-9a40-0c264689d301,You won't believe what happened next!,0.0048158597,Safe,Clean content
301fcd00-f32a-45c2-8b5c-b1f57be16964,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
66edbf8a-0c08-477d-bcd0-bcffeec6d287,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
a97b46d4-e3b2-44c7-8caa-f9352b5ab949,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
af7cc300-e258-480c-a936-39118afe8084,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Adult
01061ea9-dbaf-4c65-98e4-1fd5b097f635,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
fa7cdd63-9121-466d-8702-0e133a5f83ba,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Adult
610c9248-be61-43e2-adfd-8ab608d5af5b,You won't believe what happened next!,0.0048158597,Safe,Clean content
91548c19-95be-446b-9513-08f8d3e39c5d,You won't believe what happened next!,0.0048158597,Safe,Clean content
bebdb063-937a-4067-96fb-3e14416fde87,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Adult
9176589d-6b0e-4865-a763-aed815bc2a81,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Racy
cfc376e1-5444-41ab-b890-14b791b8a4cc,Join us live for the global science fair.,0.0005469048,Safe,Clean content
d7951b7b-0e54-4695-9bd2-8f16290de00d,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Racy
bc2ef67a-343f-436b-86f5-7601a977c0c5,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
197383ed-8a21-477c-af63-d68a320af2ae,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
fbd18fa5-98bd-43ff-9561-a713cd2c5c73,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
21d5f6bc-dacc-4527-ad39-6b447c77bc4c,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
c76af6d9-6ff9-4f97-8c9c-a9733be72f95,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
6fc8a30c-0f03-42a4-9366-decccc37c3df,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
d6e6accd-13f0-4aa1-afa1-47c568c8bef1,Check out this new art tutorial.,0.0007006176,Safe,Clean content
6cc0ceb8-4070-4c94-ada8-d43009b9c9e9,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
b525313d-a73d-428f-a1c6-17cdfdf392d1,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
fda3b9a0-b2b9-4060-b906-f8306e359324,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Violence
23a82c0f-6ef4-4200-ac6e-61011893d78f,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Violence
0a1afff4-7fc8-45b7-b17a-8ecc0a8801be,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Racy
0fe54de1-725b-48b1-b0c1-ef1ca5614185,You won't believe what happened next!,0.0048158597,Safe,Clean content
1fb26fb3-527d-461e-aff9-248f63362340,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
b0c798c5-719c-4998-bbfe-77bfc7a4273b,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
07b2e106-f990-4bb6-8ed5-895051739e50,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
cdee02bc-1525-4448-891d-5238365d8ee5,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Adult
fa264c1f-ffe0-472f-946a-6ee3695bafe2,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
b077054f-7e7c-4f04-8fd3-2dddf320601f,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
01a03187-ca1f-449d-a1e5-b860bc371bba,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Adult
771c75c7-5e39-4faa-b99e-008ad274564c,Join us live for the global science fair.,0.0005469048,Safe,Clean content; Image flagged for: Adult
098a576b-ebab-4553-b1e2-64022aae5f8b,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
e610967f-64f1-481b-9a08-a47880f47f9a,You won't believe what happened next!,0.0048158597,Safe,Clean content
e4edab88-cba2-4ff6-b622-fa3de99f10c3,Check out this new art tutorial.,0.0007006176,Safe,Clean content
fde97d30-5178-4afd-8d80-95b0c396c2e9,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
4e3aa55b-99aa-472f-b83e-16ea1e8df0ed,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Adult
c356124a-bcc3-4967-9365-75cc7988cdb3,Join us live for the global science fair.,0.0005469048,Safe,Clean content
37f4024b-0985-432c-a5a7-c139c66d98fd,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Racy
60c12657-2d94-4d07-99ae-e5a0954faee4,You won't believe what happened next!,0.0048158597,Safe,Clean content
ed56825b-403e-4c41-aa67-8064a4c00d2d,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
129af94d-7a85-40e2-892d-9fc11295935c,You won't believe what happened next!,0.0048158597,Safe,Clean content
c505f3c1-1071-4787-9547-88422fd031d3,Join us live for the global science fair.,0.0005469048,Safe,Clean content; Image flagged for: Adult
21cf1ff9-e1d1-4596-9208-b78597880d39,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
c9e85207-8973-4d33-aa60-54da7369d8fd,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content; Image flagged for: Racy
1352a114-4036-41b1-a72d-001ae02ae80d,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
0baef054-5d79-4d02-904a-35136c3c2260,Join us live for the global science fair.,0.0005469048,Safe,Clean content
6ad856fc-171e-4e89-ae07-aa8c1c9f5d47,Check out this new art tutorial.,0.0007006176,Safe,Clean content
cc3d23b9-1942-404d-a22e-66e2ddd1c246,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
d5797ffa-34a1-4aab-af4a-6986bbaf99b7,You won't believe what happened next!,0.0048158597,Safe,Clean content
aea151fc-658b-4f49-b12d-907bbbfa11be,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Racy
39d91b1d-b1d8-492b-a0a8-d514ec9452a9,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
7f27faa7-6d97-4868-b002-29607327bb53,Join us live for the global science fair.,0.0005469048,Safe,Clean content
648ea1af-7121-4768-81e9-8d9eee02c98b,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
f5db57ac-669b-4565-8f18-74af109c14db,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
019f9da0-7546-4f41-b1ac-eb14fcf7b08f,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Violence
b096befe-013f-4f27-a43a-1b707644f675,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
